relative_time,LinearAccelerometerSensor,AccX,AccY,AccZ
8604,,-0.30938720703125,0.4983673095703125,10.291305541992188
8632,0.020947634698155103,-0.308197021484375,0.501953125,10.274566650390625
8646,,-0.2639312744140625,0.5222930908203125,10.3116455078125
8663,,-0.2663116455078125,0.5354461669921875,10.302078247070313
8684,,-0.2639312744140625,0.5175018310546875,10.279342651367188
8705,0.024756556469133398,-0.2591400146484375,0.537841796875,10.282928466796875
8730,,-0.2651214599609375,0.5175018310546875,10.309249877929688
8746,,-0.2890472412109375,0.5234832763671875,10.317626953125
8766,0.025507826089490277,-0.302215576171875,0.537841796875,10.282928466796875
8785,,-0.2890472412109375,0.5330657958984375,10.304473876953125
8805,,-0.2830657958984375,0.5043487548828125,10.2877197265625
